,Description,URL,Ability Cost
1570,"When Cactuar Conductor enters the field, choose 1 Forward. During this turn, the next damage dealt to it becomes 0 instead.
[G][G][Dull], put Cactuar Conductor into the Break Zone: Choose 1 Forward. During this turn, the next damage dealt to it becomes 0 instead.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/cactuar-conductor,"[G][G][Dull], put Cactuar Conductor into the Break Zone"
1572,"[P][Dull], put Cannoneer and 1 Forward into the Break Zone: Choose 1 Forward. Deal it 7000 damage.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/cannoneer,"[P][Dull], put Cannoneer and 1 Forward into the Break Zone"
1580,[U][U][Dull]: Choose 1 Forward. Activate it.,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/chemist,[U][U][Dull]
1584,"When Cid Previa enters the field, choose 1 Lightning Backup of cost 3 or less in your Break Zone. Play it onto the field.
[P][Dull], put Cid Previa into the Break Zone: Choose 1 Forward. Deal it 2000 damage.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/cid-previa,"[P][Dull], put Cid Previa into the Break Zone"
1586,"Put Coeurl into the Break Zone: Choose 1 Forward. Until the end of turn, it gains +3000 power, Haste, First Strike and Brave.
Discard Coeurl: Choose 1 Monster of cost 1.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/coeurl,Put Coeurl into the Break Zone
1612,"Put Flan into the Break Zone: Choose 1 Forward. If your opponent doesn't pay (3), it cannot attack or block this turn.
Discard Flan: Choose 1 blocking Forward. It gains +1000 power until the end of the turn. You can only use this ability if Flan is in your hand.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/flan,Put Flan into the Break Zone
1620,"Galuf cannot be broken during your turn.
When Galuf attacks, choose 1 Forward. You may pay [Y][Y]. If you do so, it must block Galuf this turn if possible.
Stop [S]: Choose up to 2 Forwards. They cannot attack this turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/galuf,Stop [S]
1626,"[Y][Dull], put Geomancer into the Break Zone: Choose 1 Forward. It gains +2000 power until the end of the turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/geomancer,"[Y][Dull], put Geomancer into the Break Zone"
1636,"Put Goblin into the Break Zone: Search for 1 Monster and add it to your hand.
Discard Goblin: Choose 1 dull Forward. Deal it 3000 damage. You can only use this ability if Goblin is in your hand.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/goblin,Put Goblin into the Break Zone
1642,"When Halicarnassus enters the field, all the Forwards opponent controls lose their abilities until the end of the turn.
[Dull], discard 2 Summons: Choose 1 Forward. Break it.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/halicarnassus,"[Dull], discard 2 Summons"
1660,"The cost required to cast your Summons can be paid with CP of any Element.
When you cast a Summon, choose 1 Forward. It gains +1000 power until the end of the turn.
Discard 1 Summon: Until the end of the turn, Krile cannot be chosen by your opponent's abilities.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/krile,Discard 1 Summon
1676,"When Mid Previa enters the field, choose 1 active Forward. Deal it 3000 damage.
When Mid Previa enters the field from the Break Zone, choose 1 active Forward. Deal it 6000 damage.
Discard 3 cards: Play Mid Previa onto the field. You can only use this ability during your Main Phase and if Mid Previa is in the Break Zone.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/mid-previa,Discard 3 cards
1686,"[P][P][Dull], put Mystic Knight into the Break Zone: Choose 1 damaged Forward. Break it.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/mystic-knight-7-100c,"[P][P][Dull], put Mystic Knight into the Break Zone"
1688,"[Y][Y][Y][1][Dull], put Necromancer into the Break Zone: Choose 1 Job Standard Unit in your Break Zone. Play it onto the field.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/necromancer,"[Y][Y][Y][1][Dull], put Necromancer into the Break Zone"
1710,"When Red Mage enters the field, choose 1 Forward of cost 3 or less opponent controls. If the cost paid to play Red Mage included Water CP, returnn it to its owner's hand.
[P][P][Dull], put Red Mage into the Break Zone: Choose 1 Forward of cost 4 or less. Break it.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/red-mage-7-085c,"[P][P][Dull], put Red Mage into the Break Zone"
1716,"Put Sahagin into the Break Zone: Choose up to 2 Forwards you control. Activate them. They gain +1000 power until the end of the turn.
Discard Sahagin: Choose 1 Forward of cost 1. Return it to its owner's hand. You can only use this ability if Sahagin is in your hand.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/sahagin,Put Sahagin into the Break Zone
1718,"When Samurai enters the field, choose 1 Fire Forward. It gains +2000 power and Brave until the end of the turn.
[Dull], put Samurai into the Break Zone: Choose 1 Fire Forward. It gains +2000 power and Brave until the end of the turn. You can only use this ability if you have received 5 points of damage or more.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/samurai,"[Dull], put Samurai into the Break Zone"
1724,"When Sephiroth enters the field, your opponent discards 2 cards from his/her hand.
When Sephiroth attacks, choose 1 Forward opponent controls. If your opponent has no cards in his/her hand, dull it and Freeze it. 
Shadow Flare [S][I]: Your opponent discards 2 cards from his/her hand. You can only use this ability during your Main Phase.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/sephiroth,Shadow Flare [S][I]
1726,"When Serah enters the field, choose as many Characters as the Category XIII Characters you control. Dull them.
Dull 2 active Category XIII Characters: Choose 1 Forward. Freeze it.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/serah,Dull 2 active Category XIII Characters
1734,"When Sin enters the field, break all the Forwards and Monsters other than Sin. Sin deals you 1 point of damage.
Giga-Graviton [S][(9)]: At the end of your next turn, if Sin is on the field, your opponent loses the game. You can only use this ability during your turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/sin,Giga-Graviton [S][(9)]
1746,"[Y][Dull], put Tama into the Break Zone: Choose 1 Category WOFF card in your Break Zone. Add it to your hand.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/tama,"[Y][Dull], put Tama into the Break Zone"
1756,"[G][G][Dull], put Thief into the Break Zone: Your opponent puts the top 2 cards of his/her deck into the Break Zone. If both cards are of the same Element, draw 1 card.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/thief,"[G][G][Dull], put Thief into the Break Zone"
1768,"When Vanille enters the field, choose 1 dull Forward. Select 1 number and reveal the top card of your deck. If the revealed card is of the same cost as the selected number, break it.
Poisonga [S][Y][Dull]: At the end of this turn, dull all the Forwards your opponent controls.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/vanille,Poisonga [S][Y][Dull]
1782,"[Y][Y]: Xezat gains +2000 power until the end of the turn.
[Y][I]: Choose 1 dull Forward. Deal it 4000 damage.
[Y][G]: Choose 1 Forward. Activate it.
[Y][P]: Choose 1 active Forward. Deal it 4000 damage.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/xezat,[Y][Y]
1784,"When Y'shtola enters the field, choose 1 Forward opponent controls. Deal it 2000 damage.
[G][Dull], put Y'shtola into the Break Zone: Choose 1 Forward. Deal it 7000 damage. You can only use this ability if you control 7 or more Characters.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/yshtola,"[G][Dull], put Y'shtola into the Break Zone"
1788,"[I][Dull], put Yeul into the Break Zone: Search for 1 Forward and put it under the top card of your deck.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/yeul,"[I][Dull], put Yeul into the Break Zone"
1796,"Yuri has all Elements except Dark.
Dull a total of 3 active Backups of the same Element or 2 active Backups of the same Element and Yuri: Select 1 1of the 4 following actions.
""Draw 1 card.""
""Choose 1 Forward. Deal it 4000 damage."" 
""Choose 1 Forward. Dull it and Freeze it.""
""Choose 1 Forward. It loses all its abilities until the end of the turn.""",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/yuri,Dull a total of 3 active Backups of the same Element or 2 active Backups of the same Element and Yuri
1802,"Put Zu into the Break Zone: Activate all the Backups you control.
Discard Zu: Choose up to 2 Backups you control. Activate them. You can only use this ability if Zu is in your hand.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vii/zu,Put Zu into the Break Zone
1805,"[Dull], put 1 Forward into the Break Zone: Choose 1 Forward. Deal it damage equal to the power of the Forward put in the Break Zone.",https://shop.tcgplayer.com/final-fantasy-tcg/deck-exclusive-cards/amarant-3-013r,"[Dull], put 1 Forward into the Break Zone"
1806,"When Amon enters the field, choose 1 Forward opponent controls. Dull [Dull]: Choose 1 Forward. Dull it.

This reprint deck exclusive features the new card design introduced with Opus IV.",https://shop.tcgplayer.com/final-fantasy-tcg/deck-exclusive-cards/amon-2-098l,"When Amon enters the field, choose 1 Forward opponent controls. Dull [Dull]"
1810,"[I][I][Dull]: Choose 1 Forward. Dull it.

This card was reprinted with a new formatted style.
",https://shop.tcgplayer.com/final-fantasy-tcg/deck-exclusive-cards/bard-arc-1-035c,[I][I][Dull]
1816,"EX Burst When Cecil enters the field, choose 1 dull Forward opponent controls. If its cost is equal to or less than the damage you have received, break it.
Dark [S]: Choose 1 Forward. Cecil deals you 1 point of damage. If the cost of the Forward is equal to or less than the damage you have received, break it.",https://shop.tcgplayer.com/final-fantasy-tcg/deck-exclusive-cards/cecil-ex-5-086l-full-art,Dark [S]
1820,"[Dull], put Devout into the Break Zone: Choose 1 Forward of cost 4 or less from your Break Zone. Play it onto the field. You can only use this ability during your turn.

This reprint deck exclusive features the new card design introduced with Opus IV.",https://shop.tcgplayer.com/final-fantasy-tcg/deck-exclusive-cards/devout-ingus-1-048c,"[Dull], put Devout into the Break Zone"
1835,"Haste
When Lightning enters the field or attacks, choose 1 
Forward opponent controls. If you control a Category 
XIII Character other than Lightning, dull it.
Discard 1 Card Name Lightning: Remove Lightning 
from the game. Then, play Lightning onto the field dull.",https://shop.tcgplayer.com/final-fantasy-tcg/deck-exclusive-cards/lightning-4-115l-full-art,Discard 1 Card Name Lightning
1836,"[Y][Y][Dull], put Monk into the Break Zone: Choose 1 Forward. It gains +3000 power and Brave until the end of the turn.

This card was reprinted with a new formatted style.
",https://shop.tcgplayer.com/final-fantasy-tcg/deck-exclusive-cards/monk-2-089c,"[Y][Y][Dull], put Monk into the Break Zone"
1837,"[R][R][Dull]: Choose 1 Forward. Deal it 1000 damage for each [Job (Moogle)] you control.

This card was reprinted with a new formatted style.",https://shop.tcgplayer.com/final-fantasy-tcg/deck-exclusive-cards/montblanc-2-021c,[R][R][Dull]
1838,"When Nine attacks, choose 1 Forward you control.
Until the end of the turn, it gains +1000 power for each Job Class Zero Cadet Forward you control.
Primal Roar [S][P][P][P][P]: All Forwards cannot block this turn.",https://shop.tcgplayer.com/final-fantasy-tcg/deck-exclusive-cards/nine-3-113r,Primal Roar [S][P][P][P][P]
1842,"When Onion Knight enters the field or attacks, choose 1 Forward. Deal it 3000 
damage.
When Onion Knight enters the field, choose 1 Card Name Onion Knight of any Element except Wind in your Break Zone. Add it to your hand.
Job change: Ninja[S]: Place Onion Knight at the bottom of your deck. If you do so, search for 1 Card Name Onion Knight with Job Sage and play it onto the field.",https://shop.tcgplayer.com/final-fantasy-tcg/deck-exclusive-cards/onion-knight-4-054l-full-art,Job change: Ninja[S]
1846,"For each card in your hand, Quina gains +1000 power.
Eat[S]: Choose 1 Forward opponent controls which has been dealt damage this this turn. If that Forward has a special ability or an action ability, break it.",https://shop.tcgplayer.com/final-fantasy-tcg/deck-exclusive-cards/quina-3-133c,Eat[S]
1862,"When Vincent attacks, Vincent gains First Strike until end of turn. 
Berserk Dance [S][Dull]: Choose 1 Forward. Deal it 6000 damage.

This card was reprinted with a new formatted style.",https://shop.tcgplayer.com/final-fantasy-tcg/deck-exclusive-cards/vincent-1-094r,Berserk Dance [S][Dull]
1863,"When Vivi enters the field, choose 1 Forward opponent controls. Deal it 4000 damage and 1000 more damage for each card in your opponent's hand.
Firaga[S][R][R][R][Dull]: Deal 7000 damage to all Forwards.

This reprint deck exclusive features the new card design introduced with Opus IV.",https://shop.tcgplayer.com/final-fantasy-tcg/deck-exclusive-cards/vivi-3-017l,Firaga[S][R][R][R][Dull]
1869,"[P][Dull], discard 1 Summon: Search for 1 Summon and add it to your hand.
",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vi/arecia-al-rashia,"[P][Dull], discard 1 Summon"
1879,"[P][P][P]3[Dull], put Black Mage into the Break Zone: Choose 1 active Forward. Deal it 9000 damage.


",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vi/black-mage,"[P][P][P]3[Dull], put Black Mage into the Break Zone"
1885,"[Y][Y][Dull], put Cait Sith (XIV) into the Break Zone: Choose 
1 Summon choosing a Forward you control. Cancel its 
effect.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vi/cait-sith-xiv,"[Y][Y][Dull], put Cait Sith (XIV) into the Break Zone"
1887,"[I][I] : Celes gains +3000 power until the end of the turn. You can only use this ability once per turn.
",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vi/celes,[I][I] 
1895,"[Dull] : Search for 1 Backup of cost 1 and add it to your hand.
",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vi/cid-ii,[Dull] 
1901,"0: Until the end of the turn, Colossus also becomes a Forward with 7000 power and ""When Colossus attacks, deal 1000 damage to all the Forwards opponent controls."" You can only use this ability once per turn.


",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vi/colossus,0
1911,"[P]1, put Diepvern into the Break Zone: Choose 1 Forward of cost 3 or less. Break it.


",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vi/diepvern,"[P]1, put Diepvern into the Break Zone"
1913,"When Dominion Legionary enters the field, you may search for 1 Card Name Dominion Legionary and add it to your hand.
[Dull], put Dominion Legionary into the Break Zone: Choose 1 attacking Forward. It gains +1000 power until the end of the turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vi/dominion-legionary,"[Dull], put Dominion Legionary into the Break Zone"
1917,"[U]1, put Dracobaltian into the Break Zone: Choose 1 Forward opponent controls. Return it to its owner's hand.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vi/dracobaltian,"[U]1, put Dracobaltian into the Break Zone"
1923,"[Dull], put Edea into the Break Zone: Choose 1 Job Witch in your Break Zone. Play it onto the field. You can only use this ability during your turn.

",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vi/edea,"[Dull], put Edea into the Break Zone"
1925,"If you have cast a Summon this turn, the cost required to play Eiko onto the field is reduced by 2 (it cannot become 0).
Jewel [S][Dull]: Search for 1 Summon and add it to your hand.

",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vi/eiko,Jewel [S][Dull]
1927,"When Emina enters the field, choose 1 Forward opponent controls. Freeze it.
[I][I]2[Dull], put Emina into the Break Zone: Choose 1 dull Forward. Break it. You can only use this ability during your turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vi/emina,"[I][I]2[Dull], put Emina into the Break Zone"
1945,"If you control a Job Rebel Forward, the cost for playing Firion onto the field is reduced by 2.
If your opponent controls 3 or more Forwards, Firion gains +1000 power and Haste.
Put 1 Backup into the Break Zone: Until the end of the turn, Firion gains First Strike and Brave.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vi/firion,Put 1 Backup into the Break Zone
1951,"If you control a Job Princess, the Job Knight Forwards you control gain Brave.
Blaze : Choose 1 Forward. Deal it 7000 damage.
Round Edge[S][R][R]1: Choose 1 Forward. Break it. Deal 5000 damage to all the Forwards opponent controls.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vi/garland,Blaze 
1969,"[Dull], put Illusionist into the Break Zone: Choose 1 Forward. It must attack this turn if possible.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vi/illusionist,"[Dull], put Illusionist into the Break Zone"
1973,"When Kazusa enters the field, choose 1 dull Forward. 
Deal it 10000 damage.
[I]1[Dull], put Kazusa into the Break Zone: Choose up to 2 
Forwards. Dull them.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vi/kazusa,"[I]1[Dull], put Kazusa into the Break Zone"
1977,"[Y]1[Dull]: Choose 1 Forward you control. During this turn, it cannot be returned to its owner's hand by your opponent's Summons or abilities.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vi/krile-xiv,[Y]1[Dull]
1993,"When Lezaford enters the field, reveal the top 5 cards of your deck. Play 1 Wind Character of cost 5 or less among them onto the field and return the other cards to the bottom of your deck in any order.
[G][Dull], put Lezaford into the Break Zone: Choose 1 Forward. During this turn, the next damage it deals to a Forward becomes 0 instead.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vi/lezaford,"[G][Dull], put Lezaford into the Break Zone"
1999,"[Y][Y]1[Dull], put Machinist into the Break Zone: Choose 1 Forward of power 5000 or less. Break it.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vi/machinist,"[Y][Y]1[Dull], put Machinist into the Break Zone"
2007,"When Minfilia enters the field, choose up to 2 Characters in your Break Zone. Add them to your hand.
[Y][Y]1[Dull], put Minfilia into the Break Zone: Choose 1 Light Character or Dark Character. Break it.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vi/minfilia,"[Y][Y]1[Dull], put Minfilia into the Break Zone"
2015,Retrieve [S][Dull]: Search for 1 card and add it to your hand.,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vi/moogle-xi,Retrieve [S][Dull]
2017,"When Moogle Brothers enters the field, reveal the top 5 cards of your deck. Add 1 Job Moogle among them to your hand and return the other cards to the bottom of your deck in any order.
[Dull], put Moogle Brothers into the Break Zone: Play 1 Job Moogle of cost 2 or less from your hand onto the field.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vi/moogle-brothers,"[Dull], put Moogle Brothers into the Break Zone"
2019,"[Y]1, put Mushussu into the Break Zone: Choose 1 dull Forward. Break it.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vi/mushussu,"[Y]1, put Mushussu into the Break Zone"
2027,"The Job Gullwings Forwards you control cannot be 
chosen by your opponent's Summons.
Assault[S][G] : All the Job Gullwings you control gain 
Haste until the end of the turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vi/paine,Assault[S][G] 
2039,"The Card Name Seifer you control gains Haste.
Raijin Specia [S][Dull]: Choose 1 active Forward. Deal it 8000 damage. You can only use this ability if you control Card Name Seifer and Card Name Fujin.


",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vi/raijin,Raijin Specia [S][Dull]
2047,"The Job Gullwings Forwards you control cannot be chosen by your opponent's abilities.
Escape [S]: Remove Rikku from the Battle. You can only use this ability when Rikku is in Battle.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vi/rikku,Escape [S]
2051,"[F]1, put Ruby Dragon into the Break Zone: Choose 1 
Forward. Deal it 8000 damage.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vi/ruby-dragon,"[F]1, put Ruby Dragon into the Break Zone"
2057,"[Y][Y][Dull], put Scholar into the Break Zone: Choose 1 Earth Summon in your Break Zone. Add it to your hand.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vi/scholar-ffta2,"[Y][Y][Dull], put Scholar into the Break Zone"
2077,"[I], put Snow Giant into the Break Zone: Choose 1 
Forward. Dull it and Freeze it.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vi/snow-giant,"[I], put Snow Giant into the Break Zone"
2079,2: Soldier gains +1000 power until the end of the turn.,https://shop.tcgplayer.com/final-fantasy-tcg/opus-vi/soldier,2
2085,"1 [Dull], put Summoner into the Break Zone: Choose up to 2 Ice Summons in your Break Zone. Add them to your hand.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vi/summoner,"1 [Dull], put Summoner into the Break Zone"
2091,"[Dull], put Summoner into the Break Zone: Cast a Summon from your hand. The cost required to cast it is reduced by 2 (it cannot become 0).",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vi/summoner-xiv,"[Dull], put Summoner into the Break Zone"
2099,"Dull 3 active Forwards: Choose 1 Forward. Dull it.
Knight's Arrow [S][U]: Choose 2 Forwards. Dull the first Forward and activate the other.

",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vi/ultimecia,Dull 3 active Forwards
2107,"When Warrior of Light enters the field, choose 1 Job Standard Unit of cost 2 or less in your Break Zone. Play it onto the field.
When a Job Standard Unit enters your field, Warrior of Light gains +2000 power until the end of the turn.
Indomitable Charge [S][Y][Y]: Until the end of the turn, all the Forwards you control gain +3000 power and Brave.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vi/warrior-of-light,Indomitable Charge [S][Y][Y]
2109,"When White Mage enters the field, choose 1 card in your opponent's Break Zone. Remove it from the game.
1, put White Mage into the Break Zone: Choose 1 card in your opponent's Break Zone. Remove it from the game.


",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vi/white-mage,"1, put White Mage into the Break Zone"
2111,"[G]1, put Wingvern into the Break Zone: Choose 1 
Forward of power 9000 or more. Break it.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vi/wingvern,"[G]1, put Wingvern into the Break Zone"
2117,"When Yuna enters the field, play 1 Job Gullwings Forward from your hand onto the field or search for 1 Job Gullwings Forward other than Card Name Yuna and add it to your hand.
1, remove 3 Summons in the Break Zone from the game: Choose 1 Job Gullwings Forward. Activate it. It gains +1000 power until the end of the turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-vi/yuna,"1, remove 3 Summons in the Break Zone from the game"
2131,"[I]: Until the end of the turn, Aloeidai also becomes a Forward with 8000 power and ""When Aloeidai deals damage to your opponent, your opponent discards 1 card from his/her hand."" You can only use this ability once per turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-v/aloeidai,[I]
2139,"The Job Warrior of Light Forwards and Wind Forwards other than Arc you control gain +1000 power.
Dull a total of 3 active Wind Forwards or Wind Backups: Choose 1 Forward. It cannot be blocked by a Forward of cost 3 or more this turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-v/arc,Dull a total of 3 active Wind Forwards or Wind Backups
2141,[I][1][Dull]: Select 1 number. All Forwards of that cost cannot attack this turn.,https://shop.tcgplayer.com/final-fantasy-tcg/opus-v/arcanist-ffta2,[I][1][Dull]
2181,"[Y][1]: Until the end of the turn, Calbrena also becomes a Forward with 7000 power and ""When Calbrena is put from the field into the Break Zone, return Calbrena to the field dull."" You can only use this ability once per turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-v/calbrena,[Y][1]
2183,"[P][Dull], put Cannoneer into the Break Zone: Choose 1 blocking Forward. It loses 3000 power until the end of the turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-v/cannoneer,"[P][Dull], put Cannoneer into the Break Zone"
2187,"[Dull], dull 1 active Forward: Choose 1 attacking Forward. It gains +1000 power until the end of the turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-v/carla,"[Dull], dull 1 active Forward"
2211,"When Curilla enters the field or attacks, choose 1 Water Forward you control. It gains +2000 power until the end of the turn.
Savage Blade [S][U][Dull]: Choose 1 Forward. Deal it 7000 damage. If you control Card Name Trion, deal it 9000 damage instead.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-v/curilla,Savage Blade [S][U][Dull]
2221,"[Y][Dull], put Doga into the Break Zone: Choose 1 Character you control. It cannot be broken by opposing Summons or abilities that don't deal damage.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-v/doga,"[Y][Dull], put Doga into the Break Zone"
2225,"If Eald'narche leaves the field, return Eald'narche to your hand instead.
Paradise [S]: Take 1 more turn after this one. At the end of that turn, you lose the game.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-v/ealdnarche,Paradise [S]
2229,"When Edward enters the field, your opponent discards 1 card from his/her hand.
Silent Verse [S][Dull]: Choose 1 Summon. Cancel its effect.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-v/edward,Silent Verse [S][Dull]
2235,"[U][U][1][Dull], put Fisher into the Break Zone: Choose 1 Monster of cost 3 or less in your Break Zone. Play it onto the field. You can only use this ability during your turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-v/fisher,"[U][U][1][Dull], put Fisher into the Break Zone"
2243,"If you have received 5 points of damage or more, the cost for playing Gabranth onto the field is reduced by 3 (it cannot become 0).
Put Gabranth into the Break Zone: During this turn, the next damage dealt to you becomes 0 instead.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-v/gabranth,Put Gabranth into the Break Zone
2253,"[Dull], put Green Mage into the Break Zone: Choose 1 action ability. Cancel its effect.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-v/green-mage,"[Dull], put Green Mage into the Break Zone"
2267,"Haste
During each turn, when Illua is chosen by your opponent's Summon or ability for the first time in that turn, cancel its effect.
Sheol [S]: Activate all the Forwards you control. They gain Haste until the end of the turn. All the Forwards opponent controls lose 2000 power until the end of the turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-v/illua,Sheol [S]
2269,"The Job Warrior of Light Forwards and Earth Forwards other than Ingus you control gain +1000 power.
Dull a total of 3 active Earth Forwards or Earth Backups: Choose 1 Forward. It gains +2000 power until the end of the turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-v/ingus,Dull a total of 3 active Earth Forwards or Earth Backups
2291,"The Job Warrior of Light Forwards and Fire Forwards other than Luneth you control gain +1000 power.
Dull a total of 3 active Fire Forwards or Fire Backups: Choose 1 Forward. Deal it 2000 damage.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-v/luneth,Dull a total of 3 active Fire Forwards or Fire Backups
2297,[Y][1][Dull]: Choose up to 2 Forwards. Deal them and Master Monk 4000 damage.,https://shop.tcgplayer.com/final-fantasy-tcg/opus-v/master-monk,[Y][1][Dull]
2301,"When Miner enters the field, choose 1 Backup in your Break Zone. Add it to your hand.
[Y][1][Dull], put Miner into the Break Zone: Choose 1 Forward in your Break Zone. Add it to your hand.
",https://shop.tcgplayer.com/final-fantasy-tcg/opus-v/miner,"[Y][1][Dull], put Miner into the Break Zone"
2307,"[Y][Y][1][Dull], put Mog (MOBIUS) into the Break Zone: Search for 1 Forward and add it to your hand.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-v/mog-mobius,"[Y][Y][1][Dull], put Mog (MOBIUS) into the Break Zone"
2315,[1][Dull]: Choose 1 Forward. Deal it 1000 damage.,https://shop.tcgplayer.com/final-fantasy-tcg/opus-v/mutsuki,[1][Dull]
2323,"[Dull], put Ninja into the Break Zone: Choose 1 Forward. It cannot block this turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-v/ninja-fire,"[Dull], put Ninja into the Break Zone"
2327,"If you control Card Name Serah, Noel gains +2000 power.
[R][R][4]: Play Noel onto the field. You can only use this ability during your Main Phase and if Noel is in the Break Zone.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-v/noel,[R][R][4]
2335,"[Dull], put Orator into the Break Zone: Choose 1 Monster you control. Return it to its owner's hand.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-v/orator-male-unit,"[Dull], put Orator into the Break Zone"
2345,"When Palom enters the field, if you control Card Name Porom, draw 1 card.
When Palom enters the field, choose 1 Forward. Deal it 7000 damage.
[2], dull 1 active Forward: Choose 1 Forward. Deal it 1000 damage.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-v/palom,"[2], dull 1 active Forward"
2369,"[1][Dull], discard 1 Card Name Red Mage: Choose 1 Forward. Deal it 5000 damage.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-v/red-mage-fire,"[1][Dull], discard 1 Card Name Red Mage"
2371,"[2][Dull]: Choose 1 Forward. Deal it 1000 damage. If it is active, deal it 2000 damage instead.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-v/red-mage-luneth,[2][Dull]
